id,title,question,date,aye_votes,no_votes,mover,mover_party,division_type,bill_type,portfolio,orig_house,status,conscience_vote,Coalition,Australian Labor Party,Australian Greens,Ms Chaney,Ms Daniel,Dr Haines,Dr M Ryan,Dr Scamps,Ms Spender,Ms Steggall,Ms Tink,Mr Wilkie,Ms Le
2365,Communications Legislation Amendment (Combatting Misinformation and Disinformation) Bill 2024,2nd reading—That the amendment be agreed to,2024-11-07T07:51:41.973,5,60,Mr Bandt,Australian Greens,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Not Proceeding,FALSE,No,No,Aye,No,No,No,No,,No,No,No,Aye,No
2366,Communications Legislation Amendment (Combatting Misinformation and Disinformation) Bill 2024,That the bill be read a second time,2024-11-07T11:48:05.987,78,57,Ms Rowland,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Not Proceeding,FALSE,No,Aye,,Aye,Aye,No,Aye,Aye,No,Aye,Aye,No,No
2367,Communications Legislation Amendment (Combatting Misinformation and Disinformation) Bill 2024,Detail amendments—That the Government amendments be agreed to,2024-11-07T11:55:07.857,86,54,Ms Rowland,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Not Proceeding,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2368,Communications Legislation Amendment (Combatting Misinformation and Disinformation) Bill 2024,"That the bill, as amended, be agreed to",2024-11-07T12:12:33.543,79,57,,,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Not Proceeding,FALSE,No,Aye,,Aye,Aye,No,Aye,Aye,No,Aye,Aye,No,
2369,Better and Fairer Schools (Funding and Reform) Bill 2024,2nd reading—That the amendment be agreed to,2024-11-07T12:16:05.61,13,41,Ms Watson-Brown,Australian Greens,bill,Government,Education,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye
2370,Aged Care Bill 2024,Detail amendment—That the Government amendment be agreed to,2024-11-07T13:21:32.817,51,8,Ms Wells,Australian Labor Party,bill,Government,Health and Aged Care,House of Representatives,Act,FALSE,Aye,Aye,No,Aye,No,No,No,Aye,Aye,Aye,No,Aye,Aye
2371,Aged Care Legislation Amendment Bill 2024,2nd reading—That the amendment be agreed to,2024-11-07T13:26:44.587,52,72,Ms Ley,Liberal Party of Australia,bill,Government,Health and Aged Care,House of Representatives,Before Senate,FALSE,Aye,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2372,Proposed reference to committee,That the motion be agreed to,2024-11-18T08:45:44.763,14,50,Ms Chaney,Independent,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2373,National Broadband Network Companies Amendment (Commitment to Public Ownership) Bill 2024,That the bill be read a second time,2024-11-20T07:54:18.673,85,55,Ms Rowland,Australian Labor Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Before Senate,FALSE,No,Aye,Aye,No,Aye,Aye,Aye,Aye,No,Aye,No,Aye,
2374,National Broadband Network Companies Amendment (Commitment to Public Ownership) Bill 2024,Detail amendments—That the amendments be agreed to,2024-11-20T10:00:29.873,16,48,Mr Katter,Katter's Australian Party,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Before Senate,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye
2375,Electoral Legislation Amendment (Electoral Reform) Bill 2024,2nd reading—That the amendment be agreed to,2024-11-20T11:22:42.363,14,49,Ms Steggall,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2376,Electoral Legislation Amendment (Electoral Reform) Bill 2024,That the bill be read a second time,2024-11-20T11:29:25.447,49,14,Mr Gorman,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2377,Electoral Legislation Amendment (Electoral Reform) Bill 2024,Detail amendments—That the amendments be agreed to,2024-11-20T11:34:00.11,8,46,Ms Chaney,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,,Aye,Aye,No,Aye,Aye,,Aye,Aye,Aye,Aye
2378,Electoral Legislation Amendment (Electoral Reform) Bill 2024,Detail amendments—That the amendments be agreed to,2024-11-20T12:57:16.933,7,50,Ms Spender,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,No,
2379,Migration Amendment Bill 2024,That the bill be read a second time,2024-11-20T13:27:51.983,50,9,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,,No,No,No,,,,No,No,
2380,Electoral Legislation Amendment (Electoral Reform) Bill 2024,Detail amendments—That Dr Haines’ amendment (1) be agreed to,2024-11-20T17:21:11.73,10,51,Dr Haines,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2381,Electoral Legislation Amendment (Electoral Reform) Bill 2024,Detail amendments—That Dr Haines’ amendments (5) to (7) be agreed to,2024-11-20T17:28:07.337,10,50,Dr Haines,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2382,Electoral Legislation Amendment (Electoral Reform) Bill 2024,That the bill be agreed to,2024-11-20T17:37:45.63,48,15,,,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2383,Electoral Legislation Amendment (Electoral Reform) Bill 2024,That the bill be read a third time,2024-11-20T17:38:55.67,49,15,Mr Gorman,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2385,Treasury Laws Amendment (Mergers and Acquisitions Reform) Bill 2024,2nd reading—That the amendment be agreed to,2024-11-21T07:54:42.833,57,77,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,,No,
2386,Suspension of standing orders,That the motion be agreed to,2024-11-25T08:15:42.487,12,64,Mr Gee,Independent,procedural,,,,,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,,Aye,,Aye,Aye
2387,Aged Care (Consequential and Transitional Provisions) Bill 2024,Detail amendments—That the Opposition amendment be agreed to,2024-11-26T10:15:47.987,54,84,Mr Conaghan,The Nationals,bill,Government,Health and Aged Care,House of Representatives,Act,FALSE,Aye,No,No,,No,No,No,No,,No,No,No,No
2388,Migration Amendment (Prohibiting Items in Immigration Detention Facilities) Bill 2024,That the bill be read a second time,2024-11-26T16:37:48.03,44,13,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2389,Online Safety Amendment (Social Media Minimum Age) Bill 2024,That the bill be read a second time,2024-11-27T08:09:33.793,96,6,Ms Rowland,Australian Labor Party,bill,Government,Communications,House of Representatives,Act,FALSE,Aye,Aye,No,,,,No,,,,,,
2390,Closure of question,That the question be put,2024-11-27T09:44:36.737,48,16,Ms C King,Australian Labor Party,bill,Government,Communications,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2391,Online Safety Amendment (Social Media Minimum Age) Bill 2024,That the amendment be agreed to,2024-11-27T09:53:36.33,15,44,Ms Daniel,Independent,bill,Government,Communications,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2392,Closure of question,That the question be put,2024-11-27T09:57:05.633,46,15,Ms C King,Australian Labor Party,bill,Government,Communications,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2393,Online Safety Amendment (Social Media Minimum Age) Bill 2024,That the amendment be agreed to,2024-11-27T10:08:29.023,15,47,Ms Spender,Independent,bill,Government,Communications,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2394,Closure of question,That the question be put,2024-11-27T10:13:48.847,49,16,Ms Thwaites,Australian Labor Party,bill,Government,Communications,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2395,Online Safety Amendment (Social Media Minimum Age) Bill 2024,That the amendment be agreed to,2024-11-27T10:22:35.823,17,48,Ms Sharkie,Centre Alliance,bill,Government,Communications,House of Representatives,Act,FALSE,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2396,Online Safety Amendment (Social Media Minimum Age) Bill 2024,That the bill be agreed to,2024-11-27T10:28:43.92,103,13,,,bill,Government,Communications,House of Representatives,Act,FALSE,Aye,Aye,No,Aye,No,Aye,No,,Aye,No,No,No,No
2397,Closure of question,That the question be put,2024-11-27T10:40:02.797,78,61,Mr Hill,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,,No,
2398,Future Made in Australia (Guarantee of Origin) Bill 2024,That the bill be read a second time,2024-11-27T12:18:25.997,86,53,Mr J Wilson,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,
2399,Future Made in Australia (Guarantee of Origin) Bill 2024,Detail amendments—That the Government amendments be agreed to,2024-11-27T12:29:31.987,88,53,Mr J Wilson,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2400,Future Made in Australia (Guarantee of Origin) Bill 2024,"That the bill, as amended, be agreed to",2024-11-27T12:32:37.823,88,53,,,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2401,Future Made in Australia (Guarantee of Origin Consequential Amendments and Transitional Provisions) Bill 2024,That the bill be read a second time,2024-11-27T12:36:11.217,89,53,Mr J Wilson,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2402,Future Made in Australia (Guarantee of Origin Consequential Amendments and Transitional Provisions) Bill 2024,Detail amendments—That the Government amendments be agreed to,2024-11-27T12:43:28.317,89,53,Mr J Wilson,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2403,Future Made in Australia (Guarantee of Origin Consequential Amendments and Transitional Provisions) Bill 2024,"That the bill, as amended, be agreed to",2024-11-27T12:49:20.27,89,53,,,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2404,Future Made in Australia (Guarantee of Origin Charges) Bill 2024,That the bill be read a second time,2024-11-27T12:53:05.29,90,53,Mr J Wilson,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2405,Closure of question,That the question be put,2024-11-27T12:58:16.317,74,62,Ms O'Neil,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,No,No,No,No,No,No,No,,No,No
2406,Help to Buy Bill 2023,Senate amendments—That the amendments be agreed to,2024-11-27T13:20:43.403,89,52,Ms O'Neil,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye
2407,Suspension of standing orders,That the motion be agreed to,2024-11-27T16:51:15.283,11,51,Mr Katter,Katter's Australian Party,procedural,,,,,FALSE,No,No,Aye,No,,Aye,Aye,Aye,No,Aye,,Aye,
2408,Suspension of standing orders,That debate be adjourned,2024-11-28T07:52:19.357,71,63,Mr Jones,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,
2409,Suspension of standing orders,That debate be adjourned,2024-11-28T10:09:28.82,71,30,Ms Kearney,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,No,No,No,No,No,,No,No,No,No
2410,Future Made in Australia (Production Tax Credits and Other Measures) Bill 2024,That debate be adjourned,2024-11-28T10:31:31.323,73,61,Mr Thistlethwaite,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,No,No,No,No,No,No,No,No,Aye,No
2411,Closure of question,That the question be put,2024-11-28T11:22:45.287,73,62,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,Aye,No
2412,Government motion,That the motion be agreed to,2024-11-28T11:26:23.797,76,60,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2413,Closure of member,That the member be no longer heard,2024-11-28T11:29:33.83,72,61,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,,No
2414,Closure of member,That the member be no longer heard,2024-11-28T11:35:48.32,72,61,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,,No
2415,Suspension of standing orders,That the motion be agreed to,2024-11-28T11:38:23.11,61,75,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye
2416,Closure of question,That the question be put,2024-11-28T11:43:56.037,74,54,Dr Leigh,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,No,,No,,,,No,,,
2417,Treasury Laws Amendment (Fairer for Families and Farmers and Other Measures) Bill 2024,That the bill be read a second time,2024-11-28T12:49:29.113,78,53,Dr Leigh,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,,,No,,,,Aye,No,No,
2418,Suspension of standing orders—Contingent notice,That the motion be agreed to,2024-11-28T12:59:59.617,77,58,Mr Burke,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,Aye,No,No,
2419,Treasury Laws Amendment (Fairer for Families and Farmers and Other Measures) Bill 2024,That the bill be read a third time,2024-11-28T13:06:15.64,77,53,Dr Leigh,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,,,No,,,,Aye,No,No,
2420,Closure of question,That the question be put,2024-11-28T16:47:31.777,75,58,Dr Leigh,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,No,
2421,Future Made in Australia (Production Tax Credits and Other Measures) Bill 2024,That the bill be read a second time,2024-11-28T16:54:37.61,86,50,,,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2422,Future Made in Australia Bill 2024,Senate amendments—That the amendments be agreed to,2024-11-29T06:20:41.557,80,34,Mr Burke,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,,Aye,,
2423,Future Made in Australia (Omnibus Amendments No. 1) Bill 2024,Senate amendments—That the amendments be agreed to,2024-11-29T07:14:20.41,80,34,Mr Burke,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,,Aye,,
2424,Treasury Laws Amendment (Reserve Bank Reforms) Bill 2023,Senate amendments—That the amendments be agreed to,2024-11-29T07:17:55.637,79,35,Mr Burke,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,,Aye,,
2425,Privacy and Other Legislation Amendment Bill 2024,Senate amendments—That the amendments be agreed to,2024-11-29T07:21:29.407,79,35,Mr Burke,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,,Aye,,
2426,Anti-Money Laundering and Counter-Terrorism Financing Amendment Bill 2024,Senate amendments—That the amendments be agreed to,2024-11-29T07:25:24.31,79,34,Mr Burke,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,,Aye,,
2427,Migration Amendment (Removal and Other Measures) Bill 2024,Senate amendments—That the amendments be agreed to,2024-11-29T07:30:02.037,87,10,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,,No,No,No,No,No,,No,,
2441,Suspension of standing orders,That the motion be agreed to,2025-02-04T10:23:31.297,86,53,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2442,Closure of question,That the question be put,2025-02-04T12:18:27.537,86,53,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2443,Free TAFE Bill 2024,2nd reading - That the amendment be agreed to,2025-02-05T08:03:03.23,5,59,Mr Bandt,Australian Greens,bill,Government,Skills and Training,House of Representatives,Before Senate,FALSE,No,No,Aye,,,No,,,,,,Aye,
2444,Free TAFE Bill 2024,That the bill be read a second time,2025-02-05T12:41:45.73,83,53,Mr Giles,Australian Labor Party,bill,Government,Skills and Training,House of Representatives,Before Senate,FALSE,No,Aye,Aye,,,Aye,,Aye,No,,,Aye,Aye
2445,Health Legislation Amendment (Improved Medicare Integrity and Other Measures) Bill 2024,2nd reading—That the amendment to the amendment proposed by Ms Ley be agreed to,2025-02-05T16:51:47,9,52,Mr Bates,Australian Greens,bill,Government,Health and Aged Care,House of Representatives,Before Senate,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,,No,,,Aye,
2446,Health Legislation Amendment (Improved Medicare Integrity and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2025-02-05T17:10:00.45,46,74,Ms Ley,Liberal Party of Australia,bill,Government,Health and Aged Care,House of Representatives,Before Senate,FALSE,Aye,No,,,,,,,,,,,
2447,Criminal Code Amendment (Hate Crimes) Bill 2024,Detail amendments—That Government amendment (1) on sheet AA101 be agreed to,2025-02-06T08:10:54.72,116,11,Mr Burke,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,,Aye,No,No,No,Aye
2448,Closure of question,That the question be put,2025-02-06T09:26:49.1,117,13,Mr Burke,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,Aye
2449,Scams Prevention Framework Bill 2024,2nd reading—That the amendment be agreed to,2025-02-06T09:37:42.397,58,76,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,,Aye,Aye,No,Aye,,,Aye,,,Aye
2450,Scams Prevention Framework Bill 2024,Detail amendments—That the amendments be agreed to,2025-02-06T12:40:56.87,13,52,Ms Spender,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2451,Competition and Consumer Amendment (Australian Energy Regulator Separation) Bill 2024,That the bill be read a second time,2025-02-06T13:25:06.533,85,54,Mr J Wilson,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Before Senate,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2452,Workplace Gender Equality Amendment (Setting Gender Equality Targets) Bill 2024,That the bill be read a second time,2025-02-06T16:15:47.637,84,52,Ms Thwaites,Australian Labor Party,bill,Government,Women,House of Representatives,Before Senate,FALSE,No,Aye,Aye,No,Aye,Aye,No,Aye,No,Aye,Aye,Aye,
2453,Treasury Laws Amendment (Tax Incentives and Integrity) Bill 2024,2nd reading—That the amendment be agreed to,2025-02-10T08:37:39.227,50,81,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Before Reps,FALSE,Aye,No,No,,,No,No,,,No,,,
2454,Treasury Laws Amendment (Tax Incentives and Integrity) Bill 2024,That the Opposition amendments to Government amendment (2) on sheet UG105 be agreed to,2025-02-10T12:59:47.677,59,75,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Before Reps,FALSE,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2455,Closure of member,That the member be no longer heard,2025-02-10T13:17:24.81,52,91,Mr Sukkar,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,No
2456,Treasury Laws Amendment (Tax Incentives and Integrity) Bill 2024,That Ms Steggall’s amendments to Government amendment (2) on sheet UG105 be agreed to,2025-02-10T17:56:21.237,15,53,Ms Steggall,Independent,bill,Government,Treasury,House of Representatives,Before Reps,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2457,Treasury Laws Amendment (Tax Incentives and Integrity) Bill 2024,Detail amendments—That the Opposition amendments (1) and (3) on sheet 2 be agreed to,2025-02-10T18:18:31.18,59,77,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Before Reps,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2458,Suspension of standing orders,That the motion be agreed to,2025-02-11T12:54:44.437,57,81,Mr Ted O'Brien,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,,,No,Aye,,Aye,Aye,Aye,No,Aye
2459,Social Security Legislation Amendment (Technical Changes) Bill 2025,That the bill be read a second time,2025-02-11T17:07:34.377,81,5,Ms Rishworth,Australian Labor Party,bill,Government,Social Services,House of Representatives,Act,FALSE,Aye,Aye,No,Aye,Aye,Aye,Aye,,Aye,Aye,,No,Aye
2460,Suspension of standing orders,That the motion be agreed to,2025-02-12T08:35:14.047,58,74,Mr Sukkar,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,,Aye,,Aye,Aye,,Aye,Aye,,,Aye
2461,Suspension of standing orders,That the motion be agreed to,2025-02-12T09:51:51.743,12,43,Mr Gee,Independent,procedural,,,,,FALSE,,No,Aye,,Aye,Aye,Aye,,,Aye,,Aye,Aye
2462,Electricity Infrastructure Legislation Amendment Bill 2025,Detail amendments—That the amendment be agreed to,2025-02-12T10:29:16.713,86,50,Mr Bandt,Australian Greens,bill,Government,Climate Change and Energy,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye
2463,Electricity Infrastructure Legislation Amendment Bill 2025,"That the bill, as amended, be agreed to",2025-02-12T10:44:45.687,86,50,,,bill,Government,Climate Change and Energy,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye
2464,Closure of question,That the question be put,2025-02-12T17:08:18.787,7,55,Mr Chandler-Mather,Australian Greens,bill,Government,Education,House of Representatives,Act,FALSE,No,No,Aye,,No,No,,Aye,No,No,Aye,Aye,No
2465,Closure of question,That the question be put,2025-02-13T08:12:27.813,65,15,Mr Gorman,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2466,Electoral Legislation Amendment (Electoral Reform) Bill 2024,That the amendments be considered immediately,2025-02-13T09:13:21.21,65,15,Mr Gorman,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2467,Closure of question,That the question be put,2025-02-13T09:20:45.257,67,15,Mr Gorman,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2468,Electoral Legislation Amendment (Electoral Reform) Bill 2024,Senate amendments—That the amendments be agreed to,2025-02-13T09:27:42.64,67,15,Mr Gorman,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,No
2469,Closure of question,That the question be put,2025-02-13T09:33:40.91,78,59,Dr Aly,Australian Labor Party,bill,Government,Education,House of Representatives,Act,FALSE,No,Aye,Aye,No,,No,No,No,No,No,,,
2470,Early Childhood Education and Care (Three Day Guarantee) Bill 2025,That the bill be read a second time,2025-02-13T13:22:37.923,88,53,Dr Aly,Australian Labor Party,bill,Government,Education,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2471,Suspension of standing orders,That the motion be agreed to,2025-02-13T13:27:12.827,91,53,Mr Burke,Australian Labor Party,bill,Government,Education,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
